0.000   110.579   0.356
0.001   110.538   0.400
0.002   110.426   0.491
0.003   110.395   0.512
0.004   110.308   0.508
0.005   110.273   0.476
0.006   110.245   0.421
0.007   110.227   0.397
0.008   110.520   0.382
0.009   110.242   0.398
0.010   110.231   0.412
0.011   110.535   0.417
0.012   110.611   0.465
0.013   110.576   0.450
0.014   110.594   0.466
0.015   110.619   0.494
0.016   110.619   0.530
0.017   110.644   0.642
0.018   110.699   0.678
0.019   110.744   0.737
0.020   110.800   0.770
0.021   110.821   0.796
0.022   110.863   0.810
0.023   110.872   0.821
0.024   110.639   0.817
0.025   110.664   0.816
0.026   110.904   0.821
0.027   110.963   0.835
0.028   110.961   0.829
0.029   110.970   0.813
0.030   111.014   0.811
0.031   110.969   0.799
0.032   110.999   0.786
0.033   111.005   0.775
0.034   111.008   0.782
0.035   110.998   0.780
0.036   110.982   0.810
0.037   110.978   0.777
0.038   110.923   0.808
0.039   110.892   0.825
0.040   110.796   0.828
0.041   110.739   0.828
0.042   110.474   0.842
0.043   110.423   0.851
0.044   110.386   0.860
0.045   110.275   0.869
0.046   110.177   0.871
0.047   110.045   0.875
0.048   109.963   0.881
0.049   109.855   0.867
0.050   109.816   0.868
0.051   109.570   0.879
0.052   109.508   0.871
0.053   109.519   0.879
0.054   109.491   0.877
0.055   109.513   0.883
0.056   109.526   0.864
0.057   109.772   0.886
0.058   109.877   0.898
0.059   109.955   0.904
0.060   110.044   0.917
0.061   110.119   0.915
0.062   110.216   0.912
0.063   110.306   0.915
0.064   110.474   0.910
0.065   110.749   0.900
0.066   110.922   0.913
0.067   111.104   0.919
0.068   111.240   0.911
0.069   111.416   0.901
0.070   111.714   0.886
0.071   111.837   0.893
0.072   112.039   0.902
0.073   112.254   0.897
0.074   112.471   0.908
0.075   112.602   0.921
0.076   112.767   0.924
0.077   112.879   0.917
0.078   112.987   0.921
0.079   113.245   0.918
0.080   113.305   0.927
0.081   113.396   0.933
0.082   113.444   0.938
0.083   113.566   0.944
0.084   113.620   0.946
0.085   113.675   0.949
0.086   113.702   0.949
0.087   113.694   0.946
0.088   113.744   0.947
0.089   113.695   0.949
0.090   113.669   0.945
0.091   113.612   0.951
0.092   113.639   0.952
0.093   113.602   0.951
0.094   113.579   0.949
0.095   113.551   0.947
0.096   113.480   0.945
0.097   113.465   0.945
0.098   113.422   0.943
0.099   113.380   0.939
0.100   113.353   0.941
0.101   113.375   0.941
0.102   113.351   0.940
0.103   113.363   0.940
0.104   113.373   0.935
0.105   113.364   0.935
0.106   113.392   0.937
0.107   113.421   0.936
0.108   113.407   0.939
0.109   113.465   0.940
0.110   113.503   0.936
0.111   113.570   0.941
0.112   113.680   0.940
0.113   113.769   0.934
0.114   113.883   0.929
